code,note,prj4,prj_method
7589,"NAD83(2011) / WISCRS Barron (ftUS)",+proj=tmerc +lat_0=45.1333333333333 +lon_0=-91.85 +k=1.0000486665 +x_0=93150 +y_0=0.00304800609601219 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7590,"NAD83(2011) / WISCRS Bayfield (ftUS)",+proj=lcc +lat_1=46.6696483772222 +lat_0=46.6696483772222 +lon_0=-91.1527777777778 +k_0=1.0000331195 +x_0=228600.457505715 +y_0=148551.483566167 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7591,"NAD83(2011) / WISCRS Brown (ftUS)",+proj=tmerc +lat_0=43 +lon_0=-88 +k=1.00002 +x_0=31599.9998983998 +y_0=4599.9998983998 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7592,"NAD83(2011) / WISCRS Buffalo (ftUS)",+proj=tmerc +lat_0=43.4813888888889 +lon_0=-91.7972222222222 +k=1.0000382778 +x_0=175260.3502159 +y_0=0.00487680975361951 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7593,"NAD83(2011) / WISCRS Burnett (ftUS)",+proj=lcc +lat_1=45.8987148658333 +lat_0=45.8987148658333 +lon_0=-92.4577777777778 +k_0=1.0000383841 +x_0=64008.1277114554 +y_0=59445.9041910084 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7594,"NAD83(2011) / WISCRS Calumet, Fond du Lac, Outagamie and Winnebago (ftUS)",+proj=tmerc +lat_0=42.7194444444444 +lon_0=-88.5 +k=1.0000286569 +x_0=244754.889204978 +y_0=0.00487680975361951 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7595,"NAD83(2011) / WISCRS Chippewa (ftUS)",+proj=lcc +lat_1=44.9778568986111 +lat_0=44.9778568986111 +lon_0=-91.2944444444444 +k_0=1.0000391127 +x_0=60045.7200914402 +y_0=44091.434493269 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7596,"NAD83(2011) / WISCRS Clark (ftUS)",+proj=tmerc +lat_0=43.6 +lon_0=-90.7083333333333 +k=1.0000463003 +x_0=199949.198983998 +y_0=0.00853441706883414 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7597,"NAD83(2011) / WISCRS Columbia (ftUS)",+proj=lcc +lat_1=43.4625466458333 +lat_0=43.4625466458333 +lon_0=-89.3944444444444 +k_0=1.00003498 +x_0=169164.338023876 +y_0=111569.613512827 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7598,"NAD83(2011) / WISCRS Crawford (ftUS)",+proj=lcc +lat_1=43.200055605 +lat_0=43.200055605 +lon_0=-90.9388888888889 +k_0=1.0000349151 +x_0=113690.627381255 +y_0=53703.1202438405 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7599,"NAD83(2011) / WISCRS Dane (ftUS)",+proj=lcc +lat_1=43.0695160375 +lat_0=43.0695160375 +lon_0=-89.4222222222222 +k_0=1.0000384786 +x_0=247193.294386589 +y_0=146591.989636779 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7600,"NAD83(2011) / WISCRS Dodge and Jefferson (ftUS)",+proj=tmerc +lat_0=41.4722222222222 +lon_0=-88.775 +k=1.0000346418 +x_0=263347.726390653 +y_0=0.00762001524003048 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7601,"NAD83(2011) / WISCRS Door (ftUS)",+proj=tmerc +lat_0=44.4 +lon_0=-87.2722222222222 +k=1.0000187521 +x_0=158801.117602235 +y_0=0.00243840487680975 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7602,"NAD83(2011) / WISCRS Douglas (ftUS)",+proj=tmerc +lat_0=45.8833333333333 +lon_0=-91.9166666666667 +k=1.0000385418 +x_0=59131.3182626365 +y_0=0.00396240792481585 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7603,"NAD83(2011) / WISCRS Dunn (ftUS)",+proj=tmerc +lat_0=44.4083333333333 +lon_0=-91.8944444444444 +k=1.0000410324 +x_0=51816.1039370079 +y_0=0.00304800609601219 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7604,"NAD83(2011) / WISCRS Eau Claire (ftUS)",+proj=lcc +lat_1=44.8722811263889 +lat_0=44.8722811263889 +lon_0=-91.2888888888889 +k_0=1.000035079 +x_0=120091.44018288 +y_0=91687.9239014478 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7605,"NAD83(2011) / WISCRS Florence (ftUS)",+proj=tmerc +lat_0=45.4388888888889 +lon_0=-88.1416666666667 +k=1.0000552095 +x_0=133502.668224536 +y_0=0.0064008128016256 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7606,"NAD83(2011) / WISCRS Forest (ftUS)",+proj=tmerc +lat_0=44.0055555555556 +lon_0=-88.6333333333333 +k=1.0000673004 +x_0=275844.553213106 +y_0=0.0158496316992634 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7607,"NAD83(2011) / WISCRS Grant (ftUS)",+proj=tmerc +lat_0=41.4111111111111 +lon_0=-90.8 +k=1.0000349452 +x_0=242316.484023368 +y_0=0.0100584201168402 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7608,"NAD83(2011) / WISCRS Green and Lafayette (ftUS)",+proj=lcc +lat_1=42.6375622769444 +lat_0=42.6375622769444 +lon_0=-89.8388888888889 +k_0=1.0000390487 +x_0=170078.74015748 +y_0=45830.2948437897 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7609,"NAD83(2011) / WISCRS Green Lake and Marquette (ftUS)",+proj=lcc +lat_1=43.8070001177778 +lat_0=43.8070001177778 +lon_0=-89.2416666666667 +k_0=1.0000344057 +x_0=150876.301752604 +y_0=79170.7793751588 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7610,"NAD83(2011) / WISCRS Iowa (ftUS)",+proj=tmerc +lat_0=42.5388888888889 +lon_0=-90.1611111111111 +k=1.0000394961 +x_0=113081.026162052 +y_0=0.00457200914401829 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7611,"NAD83(2011) / WISCRS Iron (ftUS)",+proj=tmerc +lat_0=45.4333333333333 +lon_0=-90.2555555555556 +k=1.0000677153 +x_0=220980.441960884 +y_0=0.00853441706883414 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7612,"NAD83(2011) / WISCRS Jackson (ftUS)",+proj=tmerc +lat_0=44.2533351277778 +lon_0=-90.8442965194444 +k=1.0000353 +x_0=27000 +y_0=24999.9998983998 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7613,"NAD83(2011) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (ftUS)",+proj=tmerc +lat_0=42.2166666666667 +lon_0=-87.8944444444444 +k=1.0000260649 +x_0=185928.372771146 +y_0=0.000914401828803658 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7614,"NAD83(2011) / WISCRS Kewaunee, Manitowoc and Sheboygan (ftUS)",+proj=tmerc +lat_0=43.2666666666667 +lon_0=-87.55 +k=1.0000233704 +x_0=79857.7615443231 +y_0=0.00121920243840488 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7615,"NAD83(2011) / WISCRS La Crosse (ftUS)",+proj=tmerc +lat_0=43.4511111111111 +lon_0=-91.3166666666667 +k=1.0000319985 +x_0=130454.659690119 +y_0=0.00335280670561341 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7616,"NAD83(2011) / WISCRS Langlade (ftUS)",+proj=lcc +lat_1=45.1542371052778 +lat_0=45.1542371052778 +lon_0=-89.0333333333333 +k_0=1.0000627024 +x_0=198425.196850394 +y_0=105279.782880366 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7617,"NAD83(2011) / WISCRS Lincoln (ftUS)",+proj=tmerc +lat_0=44.8444444444444 +lon_0=-89.7333333333333 +k=1.0000599003 +x_0=116129.032258065 +y_0=0.00579121158242317 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7618,"NAD83(2011) / WISCRS Marathon (ftUS)",+proj=lcc +lat_1=44.9009044236111 +lat_0=44.9009044236111 +lon_0=-89.77 +k_0=1.000053289 +x_0=74676.1493522987 +y_0=55049.2669545339 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7619,"NAD83(2011) / WISCRS Marinette (ftUS)",+proj=tmerc +lat_0=44.6916666666667 +lon_0=-87.7111111111111 +k=1.0000234982 +x_0=238658.879451359 +y_0=0.00304800609601219 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7620,"NAD83(2011) / WISCRS Menominee (ftUS)",+proj=tmerc +lat_0=44.7166666666667 +lon_0=-88.4166666666667 +k=1.0000362499 +x_0=105461.012141224 +y_0=0.00304800609601219 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7621,"NAD83(2011) / WISCRS Monroe (ftUS)",+proj=lcc +lat_1=44.0000739286111 +lat_0=44.0000739286111 +lon_0=-90.6416666666667 +k_0=1.0000434122 +x_0=204521.209042418 +y_0=121923.986182372 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7622,"NAD83(2011) / WISCRS Oconto (ftUS)",+proj=tmerc +lat_0=44.3972222222222 +lon_0=-87.9083333333333 +k=1.0000236869 +x_0=182880.367589535 +y_0=0.00335280670561341 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7623,"NAD83(2011) / WISCRS Oneida (ftUS)",+proj=lcc +lat_1=45.7042237702778 +lat_0=45.7042237702778 +lon_0=-89.5444444444444 +k_0=1.0000686968 +x_0=70104.1402082804 +y_0=57588.0347472695 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7624,"NAD83(2011) / WISCRS Pepin and Pierce (ftUS)",+proj=lcc +lat_1=44.6361488719444 +lat_0=44.6361488719444 +lon_0=-92.2277777777778 +k_0=1.0000362977 +x_0=167640.335280671 +y_0=86033.0877317755 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7625,"NAD83(2011) / WISCRS Polk (ftUS)",+proj=tmerc +lat_0=44.6611111111111 +lon_0=-92.6333333333333 +k=1.0000433849 +x_0=141732.282245365 +y_0=0.00579121158242317 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7626,"NAD83(2011) / WISCRS Portage (ftUS)",+proj=lcc +lat_1=44.4168239752778 +lat_0=44.4168239752778 +lon_0=-89.5 +k_0=1.000039936 +x_0=56388.1127762256 +y_0=50022.1874523749 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7627,"NAD83(2011) / WISCRS Price (ftUS)",+proj=tmerc +lat_0=44.5555555555556 +lon_0=-90.4888888888889 +k=1.0000649554 +x_0=227990.854457709 +y_0=0.0109728219456439 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7628,"NAD83(2011) / WISCRS Richland (ftUS)",+proj=lcc +lat_1=43.3223129275 +lat_0=43.3223129275 +lon_0=-90.4305555555556 +k_0=1.0000375653 +x_0=202387.60477521 +y_0=134255.425450851 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7629,"NAD83(2011) / WISCRS Rock (ftUS)",+proj=tmerc +lat_0=41.9444444444444 +lon_0=-89.0722222222222 +k=1.0000337311 +x_0=146304.292608585 +y_0=0.00670561341122682 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7630,"NAD83(2011) / WISCRS Rusk (ftUS)",+proj=tmerc +lat_0=43.9194444444444 +lon_0=-91.0666666666667 +k=1.0000495976 +x_0=250546.101397003 +y_0=0.0234696469392939 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7631,"NAD83(2011) / WISCRS Sauk (ftUS)",+proj=tmerc +lat_0=42.8194444444444 +lon_0=-89.9 +k=1.0000373868 +x_0=185623.571551943 +y_0=0.00518161036322073 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7632,"NAD83(2011) / WISCRS Sawyer (ftUS)",+proj=lcc +lat_1=45.9000991313889 +lat_0=45.9000991313889 +lon_0=-91.1166666666667 +k_0=1.0000573461 +x_0=216713.233731268 +y_0=120734.163169926 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7633,"NAD83(2011) / WISCRS Shawano (ftUS)",+proj=tmerc +lat_0=44.0361111111111 +lon_0=-88.6055555555556 +k=1.000032144 +x_0=262433.32517145 +y_0=0.0094488188976378 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7634,"NAD83(2011) / WISCRS St. Croix (ftUS)",+proj=tmerc +lat_0=44.0361111111111 +lon_0=-92.6333333333333 +k=1.0000381803 +x_0=165506.73009906 +y_0=0.0103632207264415 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7635,"NAD83(2011) / WISCRS Taylor (ftUS)",+proj=lcc +lat_1=45.1778220858333 +lat_0=45.1778220858333 +lon_0=-90.4833333333333 +k_0=1.0000597566 +x_0=187147.574295149 +y_0=107746.752146304 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7636,"NAD83(2011) / WISCRS Trempealeau (ftUS)",+proj=tmerc +lat_0=43.1611111111111 +lon_0=-91.3666666666667 +k=1.0000361538 +x_0=256946.913893828 +y_0=0.00396240792481585 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7637,"NAD83(2011) / WISCRS Vernon (ftUS)",+proj=lcc +lat_1=43.5750329397222 +lat_0=43.5750329397222 +lon_0=-90.7833333333333 +k_0=1.0000408158 +x_0=222504.44500889 +y_0=47532.0603505207 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7638,"NAD83(2011) / WISCRS Vilas (ftUS)",+proj=lcc +lat_1=46.0778440905556 +lat_0=46.0778440905556 +lon_0=-89.4888888888889 +k_0=1.0000730142 +x_0=134417.068834138 +y_0=50337.1092710185 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7639,"NAD83(2011) / WISCRS Walworth (ftUS)",+proj=lcc +lat_1=42.6694620969444 +lat_0=42.6694620969444 +lon_0=-88.5416666666667 +k_0=1.0000367192 +x_0=232562.86512573 +y_0=111088.222402845 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7640,"NAD83(2011) / WISCRS Washburn (ftUS)",+proj=lcc +lat_1=45.9612198333333 +lat_0=45.9612198333333 +lon_0=-91.7833333333333 +k_0=1.0000475376 +x_0=234086.868173736 +y_0=188358.605943612 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7641,"NAD83(2011) / WISCRS Washington (ftUS)",+proj=tmerc +lat_0=42.9180555555556 +lon_0=-88.0638888888889 +k=1.00003738 +x_0=120091.441402083 +y_0=0.00304800609601219 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7642,"NAD83(2011) / WISCRS Waukesha (ftUS)",+proj=tmerc +lat_0=42.5694444444444 +lon_0=-88.225 +k=1.0000346179 +x_0=208788.417881636 +y_0=0.00335280670561341 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7643,"NAD83(2011) / WISCRS Waupaca (ftUS)",+proj=tmerc +lat_0=43.4202777777778 +lon_0=-88.8166666666667 +k=1.0000333645 +x_0=185013.970942342 +y_0=0.00701041402082804 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7644,"NAD83(2011) / WISCRS Waushara (ftUS)",+proj=lcc +lat_1=44.1139440458333 +lat_0=44.1139440458333 +lon_0=-89.2416666666667 +k_0=1.0000392096 +x_0=120091.44018288 +y_0=45069.7588011176 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7645,"NAD83(2011) / WISCRS Wood (ftUS)",+proj=lcc +lat_1=44.3625954694444 +lat_0=44.3625954694444 +lon_0=-90 +k_0=1.0000421209 +x_0=208483.617272035 +y_0=134589.753924308 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
7692,Kyrg-06 / zone 1,+proj=tmerc +lat_0=0 +lon_0=68.5166666666667 +k=1 +x_0=1300000 +y_0=14743.5 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7693,Kyrg-06 / zone 2,+proj=tmerc +lat_0=0 +lon_0=71.5166666666667 +k=1 +x_0=2300000 +y_0=14743.5 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7694,Kyrg-06 / zone 3,+proj=tmerc +lat_0=0 +lon_0=74.5166666666667 +k=1 +x_0=3300000 +y_0=14743.5 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7695,Kyrg-06 / zone 4,+proj=tmerc +lat_0=0 +lon_0=77.5166666666667 +k=1 +x_0=4300000 +y_0=14743.5 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7696,Kyrg-06 / zone 5,+proj=tmerc +lat_0=0 +lon_0=80.5166666666667 +k=1 +x_0=5300000 +y_0=14743.5 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7755,WGS 84 / India NSF LCC,+proj=lcc +lat_0=24 +lon_0=80 +lat_1=12.472955 +lat_2=35.1728044444444 +x_0=4000000 +y_0=4000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7756,WGS 84 / Andhra Pradesh,+proj=lcc +lat_0=16.25543298 +lon_0=80.875 +lat_1=13.75 +lat_2=18.75 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7757,WGS 84 / Arunachal Pradesh,+proj=lcc +lat_0=28.00157897 +lon_0=94.5 +lat_1=27 +lat_2=29 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7758,WGS 84 / Assam,+proj=lcc +lat_0=26.00257703 +lon_0=92.75 +lat_1=24.6666666666667 +lat_2=27.3333333333333 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7759,WGS 84 / Bihar,+proj=lcc +lat_0=25.87725247 +lon_0=85.875 +lat_1=24.625 +lat_2=27.125 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7760,WGS 84 / Delhi,+proj=lcc +lat_0=28.62510126 +lon_0=77 +lat_1=28.375 +lat_2=28.875 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7761,WGS 84 / Gujarat,+proj=lcc +lat_0=22.37807121 +lon_0=71.375 +lat_1=20.7916666666667 +lat_2=23.9583333333333 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7762,WGS 84 / Haryana,+proj=lcc +lat_0=29.25226266 +lon_0=76 +lat_1=28.0833333333333 +lat_2=30.4166666666667 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7763,WGS 84 / Himachal Pradesh,+proj=lcc +lat_0=31.75183497 +lon_0=77.375 +lat_1=30.75 +lat_2=32.75 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7764,WGS 84 / Jammu and Kashmir,+proj=lcc +lat_0=34.75570874 +lon_0=76.5 +lat_1=33.0833333333333 +lat_2=36.4166666666667 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7765,WGS 84 / Jharkhand,+proj=lcc +lat_0=23.62652682 +lon_0=85.625 +lat_1=22.5416666666667 +lat_2=24.7083333333333 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7766,WGS 84 / Madhya Pradesh,+proj=lcc +lat_0=24.00529821 +lon_0=78.375 +lat_1=22 +lat_2=26 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7767,WGS 84 / Maharashtra,+proj=lcc +lat_0=18.88015774 +lon_0=76.75 +lat_1=16.625 +lat_2=21.125 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7768,WGS 84 / Manipur,+proj=lcc +lat_0=24.75060911 +lon_0=94 +lat_1=24.0833333333333 +lat_2=25.4166666666667 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7769,WGS 84 / Meghalaya,+proj=lcc +lat_0=25.62524747 +lon_0=91.375 +lat_1=25.2083333333333 +lat_2=26.0416666666667 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7770,WGS 84 / Nagaland,+proj=lcc +lat_0=26.12581974 +lon_0=94.375 +lat_1=25.375 +lat_2=26.875 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7771,WGS 84 / India Northeast,+proj=lcc +lat_0=25.63452135 +lon_0=93.5 +lat_1=23.0416666666667 +lat_2=28.2083333333333 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7772,WGS 84 / Orissa,+proj=lcc +lat_0=20.25305174 +lon_0=84.375 +lat_1=18.5833333333333 +lat_2=21.9166666666667 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7773,WGS 84 / Punjab,+proj=lcc +lat_0=31.00178226 +lon_0=75.375 +lat_1=30 +lat_2=32 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7774,WGS 84 / Rajasthan,+proj=lcc +lat_0=26.88505546 +lon_0=73.875 +lat_1=24.2916666666667 +lat_2=29.4583333333333 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7775,WGS 84 / Uttar Pradesh,+proj=lcc +lat_0=27.13270823 +lon_0=80.875 +lat_1=24.875 +lat_2=29.375 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7776,WGS 84 / Uttaranchal,+proj=lcc +lat_0=30.0017132 +lon_0=79.375 +lat_1=29 +lat_2=31 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7777,WGS 84 / Andaman and Nicobar,+proj=tmerc +lat_0=10.25 +lon_0=93.25 +k=0.9999428 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7778,WGS 84 / Chhattisgarh,+proj=tmerc +lat_0=21 +lon_0=82.25 +k=0.9998332 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7779,WGS 84 / Goa,+proj=tmerc +lat_0=15.375 +lon_0=74 +k=0.9999913 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7780,WGS 84 / Karnataka,+proj=tmerc +lat_0=15.125 +lon_0=76.375 +k=0.9998012 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7781,WGS 84 / Kerala,+proj=tmerc +lat_0=10.5 +lon_0=76 +k=0.9999177 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7782,WGS 84 / Lakshadweep,+proj=tmerc +lat_0=10 +lon_0=73.125 +k=0.9999536 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7783,WGS 84 / Mizoram,+proj=tmerc +lat_0=23.125 +lon_0=92.75 +k=0.9999821 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7784,WGS 84 / Sikkim,+proj=tmerc +lat_0=27.625 +lon_0=88.5 +k=0.9999926 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7785,WGS 84 / Tamil Nadu,+proj=tmerc +lat_0=10.875 +lon_0=78.375 +k=0.9997942 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7786,WGS 84 / Tripura,+proj=tmerc +lat_0=23.75 +lon_0=91.75 +k=0.9999822 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7787,WGS 84 / West Bengal,+proj=tmerc +lat_0=24.375 +lon_0=87.875 +k=0.9998584 +x_0=1000000 +y_0=1000000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
7791,RDN2008 / UTM zone 32N,+proj=utm +zone=32 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7792,RDN2008 / UTM zone 33N,+proj=utm +zone=33 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7793,RDN2008 / UTM zone 34N,+proj=utm +zone=34 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7794,RDN2008 / Italy zone (E-N),+proj=tmerc +lat_0=0 +lon_0=12 +k=0.9985 +x_0=7000000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7795,RDN2008 / Zone 12 (E-N),+proj=tmerc +lat_0=0 +lon_0=12 +k=1 +x_0=3000000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7799,BGS2005 / UTM zone 34N (N-E),+proj=utm +zone=34 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7800,BGS2005 / UTM zone 35N (N-E),+proj=utm +zone=35 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7801,BGS2005 / CCS2005,+proj=lcc +lat_0=42.6678756833333 +lon_0=25.5 +lat_1=42 +lat_2=43.3333333333333 +x_0=500000 +y_0=4725824.3591 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
7803,BGS2005 / UTM zone 34N,+proj=utm +zone=34 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7804,BGS2005 / UTM zone 35N,+proj=utm +zone=34 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7805,BGS2005 / UTM zone 36N,+proj=utm +zone=36 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7825,Pulkovo 1942 / CS63 zone X1,+proj=tmerc +lat_0=0.0833333333333333 +lon_0=23.5 +k=1 +x_0=1300000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
